"","diff.fit","low","high","study","treat","bilat_0","age","se"
"428",-0.0672630883423248,-0.213612517107959,0.075035648808591,"Damoiseaux","Antibiotics","Unilateral",1.26,-0.213612517107959
"430",-0.228383448491983,-0.350104371179542,-0.115863470293071,"Damoiseaux","Antibiotics","Bilateral",1.28,-0.350104371179542
"432",-0.0672923825872386,-0.213351916048142,0.0747231808058166,"Damoiseaux","Antibiotics","Unilateral",1.3,-0.213351916048142
"434",-0.227288749252896,-0.34902631752205,-0.11469254333481,"Damoiseaux","Antibiotics","Bilateral",1.32,-0.34902631752205
"436",-0.0673138554184903,-0.213212801078046,0.0745429924264977,"Damoiseaux","Antibiotics","Unilateral",1.34,-0.213212801078046
"438",-0.226191819026251,-0.348050300188161,-0.113429199103175,"Damoiseaux","Antibiotics","Bilateral",1.36,-0.348050300188161
"440",-0.0673278450516592,-0.213187330735625,0.0744872665964421,"Damoiseaux","Antibiotics","Unilateral",1.38,-0.213187330735625
"442",-0.225092704763593,-0.347175706878258,-0.112073808169857,"Damoiseaux","Antibiotics","Bilateral",1.4,-0.347175706878258
"444",-0.0673346935448549,-0.213267914576099,0.0745483979939322,"Damoiseaux","Antibiotics","Unilateral",1.42,-0.213267914576099
"446",-0.223991453574149,-0.346401653593988,-0.110627006366479,"Damoiseaux","Antibiotics","Bilateral",1.44,-0.346401653593988
"448",-0.0673347444424059,-0.213447115763912,0.0747189069382455,"Damoiseaux","Antibiotics","Unilateral",1.46,-0.213447115763912
"450",-0.222888112718815,-0.345726993827971,-0.109089685938445,"Damoiseaux","Antibiotics","Bilateral",1.48,-0.345726993827971
"452",-0.0673283463461904,-0.213717584251069,0.0749913681261531,"Damoiseaux","Antibiotics","Unilateral",1.5,-0.213717584251069
"454",-0.221782729604714,-0.345150330741866,-0.107462983720035,"Damoiseaux","Antibiotics","Bilateral",1.52,-0.345150330741866
"456",-0.0673158510132371,-0.214072009611458,0.0753583694930753,"Damoiseaux","Antibiotics","Unilateral",1.54,-0.214072009611458
"458",-0.220675351779587,-0.344670031995394,-0.105748266666167,"Damoiseaux","Antibiotics","Bilateral",1.56,-0.344670031995394
"460",-0.0672976114187415,-0.21450310154686,0.0758124970147635,"Damoiseaux","Antibiotics","Unilateral",1.58,-0.21450310154686
"462",-0.219566026926243,-0.344284246831079,-0.103947115136233,"Damoiseaux","Antibiotics","Bilateral",1.6,-0.344284246831079
"464",-0.0672739848295553,-0.215003610522492,0.0763463458872768,"Damoiseaux","Antibiotics","Unilateral",1.62,-0.215003610522492
"466",-0.218454802856482,-0.343990924980852,-0.102061304362859,"Damoiseaux","Antibiotics","Bilateral",1.64,-0.343990924980852
"468",-0.0672453381087649,-0.215566429384358,0.0769526024050197,"Damoiseaux","Antibiotics","Unilateral",1.66,-0.215566429384358
"470",-0.217341727506193,-0.343787836939891,-0.100092784563507,"Damoiseaux","Antibiotics","Bilateral",1.68,-0.343787836939891
"472",-0.0672120287253397,-0.216184689073494,0.0776241768533541,"Damoiseaux","Antibiotics","Unilateral",1.7,-0.216184689073494
"474",-0.216226848932279,-0.34367259512388,-0.098043660176026,"Damoiseaux","Antibiotics","Bilateral",1.72,-0.34367259512388
"476",-0.0671744017189064,-0.216851763638779,0.0783542156555071,"Damoiseaux","Antibiotics","Unilateral",1.74,-0.216851763638779
"478",-0.215110215305992,-0.343642675461267,-0.0959161686564814,"Damoiseaux","Antibiotics","Bilateral",1.76,-0.343642675461267
"480",-0.0671327913370663,-0.21756130197253,0.0791361283525785,"Damoiseaux","Antibiotics","Unilateral",1.78,-0.21756130197253
"482",-0.213991874907243,-0.343695439010322,-0.0937126592581632,"Damoiseaux","Antibiotics","Bilateral",1.8,-0.343695439010322
"484",-0.067087524504768,-0.218307261993379,0.0799636120146213,"Damoiseaux","Antibiotics","Unilateral",1.82,-0.218307261993379
"486",-0.212871876117997,-0.343828153222396,-0.0914355721663596,"Damoiseaux","Antibiotics","Bilateral",1.84,-0.343828153222396
"488",-0.0670389248414615,-0.21908400052577,0.0808307260305727,"Damoiseaux","Antibiotics","Unilateral",1.86,-0.21908400052577
"490",-0.211750267416149,-0.344038012526976,-0.0890874183156814,"Damoiseaux","Antibiotics","Bilateral",1.88,-0.344038012526976
"492",-0.0669873086067388,-0.219886382442411,0.0817320065192783,"Damoiseaux","Antibiotics","Unilateral",1.9,-0.219886382442411
"494",-0.210627097371507,-0.344322157951035,-0.0866707601775351,"Damoiseaux","Antibiotics","Bilateral",1.92,-0.344322157951035
"496",-0.0669329806575755,-0.220709787470638,0.0826624859545583,"Damoiseaux","Antibiotics","Unilateral",1.94,-0.220709787470638
"498",-0.209502414638901,-0.344677695545059,-0.084188193734726,"Damoiseaux","Antibiotics","Bilateral",1.96,-0.344677695545059
"500",-0.0668762474797111,-0.221550227002986,0.0836177646781997,"Damoiseaux","Antibiotics","Unilateral",1.98,-0.221550227002986
"502",-0.208376267948067,-0.345101713495241,-0.0816423317686928,"Damoiseaux","Antibiotics","Bilateral",2,-0.345101713495241
"504",-0.0668174131048634,-0.222404706841446,0.0845943650075431,"Damoiseaux","Antibiotics","Unilateral",2.02,-0.222404706841446
"506",-0.207248706101093,-0.345591297790221,-0.0790357886051917,"Damoiseaux","Antibiotics","Bilateral",2.04,-0.345591297790221
"508",-0.0667567655687734,-0.223271305894351,0.0855898542483502,"Damoiseaux","Antibiotics","Unilateral",2.06,-0.223271305894351
"510",-0.206119777967891,-0.346143546324573,-0.076371166411512,"Damoiseaux","Antibiotics","Bilateral",2.08,-0.346143546324573
"512",-0.0666945779399889,-0.224149056119746,0.0866027384695686,"Damoiseaux","Antibiotics","Unilateral",2.1,-0.224149056119746
"514",-0.20498953248178,-0.346755581442042,-0.0736510430483105,"Damoiseaux","Antibiotics","Bilateral",2.12,-0.346755581442042
"516",-0.0666311112316227,-0.225037671467662,0.0876322057064036,"Damoiseaux","Antibiotics","Unilateral",2.14,-0.225037671467662
"518",-0.203858018634158,-0.347424560940362,-0.0708779614528962,"Damoiseaux","Antibiotics","Bilateral",2.16,-0.347424560940362
"520",-0.0665666186694124,-0.225937240608095,0.0886778263850155,"Damoiseaux","Antibiotics","Unilateral",2.18,-0.225937240608095
"522",-0.202725285469203,-0.348147687595099,-0.0680544204991603,"Damoiseaux","Antibiotics","Bilateral",2.2,-0.348147687595099
"524",-0.0665013477180054,-0.226847976992802,0.089739302497934,"Damoiseaux","Antibiotics","Unilateral",2.22,-0.226847976992802
"526",-0.201591382076423,-0.348922217289295,-0.0651828672458197,"Damoiseaux","Antibiotics","Bilateral",2.24,-0.348922217289295
"528",-0.0664355399294533,-0.227770168788826,0.0908164116947519,"Damoiseaux","Antibiotics","Unilateral",2.26,-0.227770168788826
"530",-0.200456357584083,-0.349745465836801,-0.0622656904895167,"Damoiseaux","Antibiotics","Bilateral",2.28,-0.349745465836801
"532",-0.0663694308288372,-0.228704185600871,0.09190901347869,"Damoiseaux","Antibiotics","Unilateral",2.3,-0.228704185600871
"534",-0.199320261153013,-0.350614814577276,-0.0593052155408887,"Damoiseaux","Antibiotics","Bilateral",2.32,-0.350614814577276
"536",-0.0663032532723526,-0.229650449933474,0.09301702120936,"Damoiseaux","Antibiotics","Unilateral",2.34,-0.229650449933474
"538",-0.198183141971885,-0.351527714834694,-0.0563037001313459,"Damoiseaux","Antibiotics","Bilateral",2.36,-0.351527714834694
"540",-0.0662372389930467,-0.230609305965251,0.0941402754188272,"Damoiseaux","Antibiotics","Unilateral",2.38,-0.230609305965251
"542",-0.197045049251763,-0.352481691352851,-0.0532633313343517,"Damoiseaux","Antibiotics","Bilateral",2.4,-0.352481691352851
"544",-0.0661716149562069,-0.231580960248234,0.095278485133941,"Damoiseaux","Antibiotics","Unilateral",2.42,-0.231580960248234
"546",-0.195906032219603,-0.353474344834618,-0.0501862233755264,"Damoiseaux","Antibiotics","Bilateral",2.44,-0.353474344834618
"548",-0.0661066074789778,-0.232565481139468,0.0964312226813527,"Damoiseaux","Antibiotics","Unilateral",2.46,-0.232565481139468
"550",-0.194766140113047,-0.354503353671629,-0.047074416245912,"Damoiseaux","Antibiotics","Bilateral",2.48,-0.354503353671629
"552",-0.0660424359234877,-0.233562795650298,0.0975979215302555,"Damoiseaux","Antibiotics","Unilateral",2.5,-0.233562795650298
"554",-0.193625422172749,-0.355566474984374,-0.0439298749951059,"Damoiseaux","Antibiotics","Bilateral",2.52,-0.355566474984374
"556",-0.0659793182860519,-0.234572851877366,0.0987780223390787,"Damoiseaux","Antibiotics","Unilateral",2.54,-0.234572851877366
"558",-0.19248392763615,-0.356661545047001,-0.0407544896311234,"Damoiseaux","Antibiotics","Bilateral",2.56,-0.356661545047001
"560",-0.0659174789113366,-0.235595556906395,0.0999709105883174,"Damoiseaux","Antibiotics","Unilateral",2.58,-0.235595556906395
"562",-0.191341705733238,-0.357786479168641,-0.0375500755568141,"Damoiseaux","Antibiotics","Bilateral",2.6,-0.357786479168641
"564",-0.0658571437448054,-0.236630714022732,0.101175860537918,"Damoiseaux","Antibiotics","Unilateral",2.62,-0.236630714022732
"566",-0.190198805681486,-0.358939271140609,-0.0343183744307364,"Damoiseaux","Antibiotics","Bilateral",2.64,-0.358939271140609
"568",-0.0657985348642606,-0.237678045516269,0.102392057590611,"Damoiseaux","Antibiotics","Unilateral",2.66,-0.237678045516269
"570",-0.189055276679269,-0.36011799232771,-0.0310610553735858,"Damoiseaux","Antibiotics","Bilateral",2.68,-0.36011799232771
"572",-0.0657418749330884,-0.23873730462266,0.103618701428866,"Damoiseaux","Antibiotics","Unilateral",2.7,-0.23873730462266
"574",-0.187911167899518,-0.361320790448434,-0.0277797164740222,"Damoiseaux","Antibiotics","Bilateral",2.72,-0.361320790448434
"576",-0.0656873891976244,-0.239808261074654,0.104854994313741,"Damoiseaux","Antibiotics","Unilateral",2.74,-0.239808261074654
"578",-0.186766528484984,-0.362545888100408,-0.0244758865415545,"Damoiseaux","Antibiotics","Bilateral",2.76,-0.362545888100408
"580",-0.0656353019915268,-0.240890703598141,0.106100144418009,"Damoiseaux","Antibiotics","Unilateral",2.78,-0.240890703598141
"582",-0.185621407542469,-0.363791581097919,-0.0211510270358051,"Damoiseaux","Antibiotics","Bilateral",2.8,-0.363791581097919
"584",-0.0655858382198979,-0.241984459713505,0.10735338841393,"Damoiseaux","Antibiotics","Unilateral",2.82,-0.241984459713505
"586",-0.184475854137648,-0.365056236652918,-0.0178065341413949,"Damoiseaux","Antibiotics","Bilateral",2.84,-0.365056236652918
"588",-0.0655392209310501,-0.243089400465884,0.108613993452932,"Damoiseaux","Antibiotics","Unilateral",2.86,-0.243089400465884
"590",-0.183329917289414,-0.366338291452944,-0.0144437409357506,"Damoiseaux","Antibiotics","Bilateral",2.88,-0.366338291452944
"592",-0.0654956719152824,-0.244205506051836,0.109881324853704,"Damoiseaux","Antibiotics","Unilateral",2.9,-0.244205506051836
"594",-0.182183645963736,-0.367636249654319,-0.0110639196274892,"Damoiseaux","Antibiotics","Bilateral",2.92,-0.367636249654319
"596",-0.0654554115179289,-0.245332857673325,0.111154837749506,"Damoiseaux","Antibiotics","Unilateral",2.94,-0.245332857673325
"598",-0.181037089068611,-0.36894868082745,-0.00766828383464135,"Damoiseaux","Antibiotics","Bilateral",2.96,-0.36894868082745
"600",-0.0654186579941053,-0.246471694517347,0.112434133033128,"Damoiseaux","Antibiotics","Unilateral",2.98,-0.246471694517347
"602",-0.179890295447586,-0.370274217875754,-0.00425799087388984,"Damoiseaux","Antibiotics","Bilateral",3,-0.370274217875754
"604",-0.0615577727033263,-0.302498395872575,0.169550341942778,"Damoiseaux","Antibiotics","Unilateral",0.01,-0.302498395872575
"606",-0.261215573210823,-0.428104855670538,-0.113932743602556,"Damoiseaux","Antibiotics","Bilateral",0.03,-0.428104855670538
"608",-0.0618817318984662,-0.298076474162593,0.164806217783324,"Damoiseaux","Antibiotics","Unilateral",0.05,-0.298076474162593
"610",-0.260213137781474,-0.424630359064184,-0.114785560298976,"Damoiseaux","Antibiotics","Bilateral",0.07,-0.424630359064184
"612",-0.0621973968931399,-0.293662714573819,0.160086549008681,"Damoiseaux","Antibiotics","Unilateral",0.09,-0.293662714573819
"614",-0.259207110356372,-0.421197026790405,-0.115609621864337,"Damoiseaux","Antibiotics","Bilateral",0.11,-0.421197026790405
"616",-0.0625045959812986,-0.289265351905719,0.155398611068027,"Damoiseaux","Antibiotics","Unilateral",0.13,-0.289265351905719
"618",-0.258197530598481,-0.417806996209717,-0.116402873491357,"Damoiseaux","Antibiotics","Bilateral",0.15,-0.417806996209717
"620",-0.0628031735748224,-0.28489377556371,0.150750751786965,"Damoiseaux","Antibiotics","Unilateral",0.17,-0.28489377556371
"622",-0.257184438466827,-0.414462473094271,-0.117163179799514,"Damoiseaux","Antibiotics","Bilateral",0.19,-0.414462473094271
"624",-0.0630929903852473,-0.280557926183216,0.146151850484517,"Damoiseaux","Antibiotics","Unilateral",0.21,-0.280557926183216
"626",-0.256167874215271,-0.411165730645658,-0.117888325794193,"Damoiseaux","Antibiotics","Bilateral",0.23,-0.411165730645658
"628",-0.0633739131854588,-0.276268171591228,0.1416112388998,"Damoiseaux","Antibiotics","Unilateral",0.25,-0.276268171591228
"630",-0.25514787838878,-0.407919107856555,-0.118576018500903,"Damoiseaux","Antibiotics","Bilateral",0.27,-0.407919107856555
"632",-0.0636458149744478,-0.272035283356287,0.1371386865939,"Damoiseaux","Antibiotics","Unilateral",0.29,-0.272035283356287
"634",-0.254124491819513,-0.404725007072877,-0.119223889413444,"Damoiseaux","Antibiotics","Bilateral",0.31,-0.404725007072877
"636",-0.0639085751325518,-0.267870406257265,0.132744378999195,"Damoiseaux","Antibiotics","Unilateral",0.33,-0.267870406257265
"638",-0.253097755622859,-0.401585890651221,-0.119829497861479,"Damoiseaux","Antibiotics","Bilateral",0.35,-0.401585890651221
"640",-0.064162079566838,-0.26378501953196,0.12843888687899,"Damoiseaux","Antibiotics","Unilateral",0.37,-0.26378501953196
"642",-0.252067711193406,-0.398504276604851,-0.120390335404391,"Damoiseaux","Antibiotics","Bilateral",0.39,-0.398504276604851
"644",-0.0644062208462986,-0.259790888666913,0.124233125864255,"Damoiseaux","Antibiotics","Unilateral",0.41,-0.259790888666913
"646",-0.251034400200854,-0.395482733131627,-0.120903831358082,"Damoiseaux","Antibiotics","Bilateral",0.43,-0.395482733131627
"648",-0.0646408983265629,-0.255900006428162,0.12013830467773,"Damoiseaux","Antibiotics","Unilateral",0.45,-0.255900006428162
"650",-0.249997864585875,-0.39252387192083,-0.121367359557822,"Damoiseaux","Antibiotics","Bilateral",0.47,-0.39252387192083
"652",-0.0648660182638786,-0.252124521831874,0.116165860661482,"Damoiseaux","Antibiotics","Unilateral",0.49,-0.252124521831874
"654",-0.248958146555932,-0.389630340143386,-0.121778246452687,"Damoiseaux","Antibiotics","Bilateral",0.51,-0.389630340143386
"656",-0.0650814891472973,-0.248476668460004,0.112327402472081,"Damoiseaux","Antibiotics","Unilateral",0.53,-0.248476668460004
"658",-0.247915288581776,-0.386804811053539,-0.12213378060718,"Damoiseaux","Antibiotics","Bilateral",0.55,-0.386804811053539
"660",-0.0652871996685364,-0.244968880676549,0.108634860574628,"Damoiseaux","Antibiotics","Unilateral",0.57,-0.244968880676549
"662",-0.24686933339179,-0.384049973145058,-0.122431223662222,"Damoiseaux","Antibiotics","Bilateral",0.59,-0.384049973145058
"664",-0.0654830295907443,-0.24161388231621,0.105100547646079,"Damoiseaux","Antibiotics","Unilateral",0.61,-0.24161388231621
"666",-0.245820323965201,-0.381368517761028,-0.122667822847656,"Damoiseaux","Antibiotics","Bilateral",0.63,-0.381368517761028
"668",-0.0656688670446376,-0.238424370133373,0.101736828620407,"Damoiseaux","Antibiotics","Unilateral",0.65,-0.238424370133373
"670",-0.244768303526411,-0.378763125146717,-0.122840825062476,"Damoiseaux","Antibiotics","Bilateral",0.67,-0.378763125146717
"672",-0.0658446120980546,-0.235412435422486,0.0985555691973513,"Damoiseaux","Antibiotics","Unilateral",0.69,-0.235412435422486
"674",-0.243713315540933,-0.376236449000605,-0.122947492474437,"Damoiseaux","Antibiotics","Bilateral",0.71,-0.376236449000605
"676",-0.066010182119389,-0.232588984346597,0.0955675747906415,"Damoiseaux","Antibiotics","Unilateral",0.73,-0.232588984346597
"678",-0.242655403709396,-0.37379109958969,-0.122985119565198,"Damoiseaux","Antibiotics","Bilateral",0.75,-0.37379109958969
"680",-0.0661655373389237,-0.22996304810912,0.0927818812372325,"Damoiseaux","Antibiotics","Unilateral",0.77,-0.22996304810912
"682",-0.241594611963942,-0.371429625544323,-0.122951051514277,"Damoiseaux","Antibiotics","Bilateral",0.79,-0.371429625544323
"684",-0.0663106631772457,-0.227541186763545,0.09020521099971,"Damoiseaux","Antibiotics","Unilateral",0.81,-0.227541186763545
"686",-0.240530984466513,-0.36915449453998,-0.122842703719293,"Damoiseaux","Antibiotics","Bilateral",0.83,-0.36915449453998
"688",-0.0664455547220664,-0.225327218788728,0.0878417294741569,"Damoiseaux","Antibiotics","Unilateral",0.85,-0.225327218788728
"690",-0.239464565602775,-0.366968073066494,-0.122657582234763,"Damoiseaux","Antibiotics","Bilateral",0.87,-0.366968073066494
"692",-0.0665702499987114,-0.223322052219887,0.0856928008483994,"Damoiseaux","Antibiotics","Unilateral",0.89,-0.223322052219887
"694",-0.238395399976924,-0.364872605547283,-0.122393304874065,"Damoiseaux","Antibiotics","Bilateral",0.91,-0.364872605547283
"696",-0.066684822701415,-0.221523615060537,0.0837569155522284,"Damoiseaux","Antibiotics","Unilateral",0.93,-0.221523615060537
"698",-0.237323532408584,-0.362870193167327,-0.122047622621645,"Damoiseaux","Antibiotics","Bilateral",0.95,-0.362870193167327
"700",-0.0667893664038042,-0.219927053734031,0.0820298887263195,"Damoiseaux","Antibiotics","Unilateral",0.97,-0.219927053734031
"702",-0.236249007932091,-0.360962772794277,-0.12161844097109,"Damoiseaux","Antibiotics","Bilateral",0.99,-0.360962772794277
"704",-0.0668839838571678,-0.218525254992809,0.0805053553694554,"Damoiseaux","Antibiotics","Unilateral",1.01,-0.218525254992809
"706",-0.235171871793209,-0.35915209640784,-0.121103840762605,"Damoiseaux","Antibiotics","Bilateral",1.03,-0.35915209640784
"708",-0.0669688257517859,-0.217309617947172,0.079175410279315,"Damoiseaux","Antibiotics","Unilateral",1.05,-0.217309617947172
"710",-0.234092169443235,-0.35743971146049,-0.120502098092029,"Damoiseaux","Antibiotics","Bilateral",1.07,-0.35743971146049
"712",-0.0670440962176207,-0.216270760219657,0.0780312585843563,"Damoiseaux","Antibiotics","Unilateral",1.09,-0.216270760219657
