"","diff.fit","low","high","study","treat","bilat_0","age","se"
"1416",-0.0583917590621733,-0.156681322403357,0.041056147678411,"Burke","Antibiotics","Unilateral",5.11,-0.156681322403357
"1418",-0.113363414859492,-0.311998782709032,0.0789008782342754,"Burke","Antibiotics","Bilateral",5.13,-0.311998782709032
"1420",-0.0586236288480619,-0.157282211840385,0.04118905466113,"Burke","Antibiotics","Unilateral",5.15,-0.157282211840385
"1422",-0.112274467404462,-0.312040083771728,0.0811814219873877,"Burke","Antibiotics","Bilateral",5.17,-0.312040083771728
"1424",-0.058863242873211,-0.157906763846298,0.0413292528339035,"Burke","Antibiotics","Unilateral",5.19,-0.157906763846298
"1426",-0.111188531012476,-0.312084518827195,0.0834602619720732,"Burke","Antibiotics","Bilateral",5.21,-0.312084518827195
"1428",-0.0591108659100569,-0.15855644834287,0.0414776857502957,"Burke","Antibiotics","Unilateral",5.23,-0.15855644834287
"1430",-0.110105642952018,-0.312131933641138,0.0857371324389789,"Burke","Antibiotics","Bilateral",5.25,-0.312131933641138
"1432",-0.059366766922205,-0.159232824865854,0.0416353725339457,"Burke","Antibiotics","Unilateral",5.27,-0.159232824865854
"1434",-0.109025840047522,-0.312182183246164,0.088011774807754,"Burke","Antibiotics","Bilateral",5.29,-0.312182183246164
"1436",-0.0596312209979041,-0.159937514648924,0.041803387351575,"Burke","Antibiotics","Unilateral",5.31,-0.159937514648924
"1438",-0.107949158676855,-0.312235131704118,0.0902839375011555,"Burke","Antibiotics","Bilateral",5.33,-0.312235131704118
"1440",-0.0599045069224108,-0.16067210835478,0.041982765124307,"Burke","Antibiotics","Unilateral",5.35,-0.16067210835478
"1442",-0.106875634769455,-0.312290651871278,0.0925533757810656,"Burke","Antibiotics","Bilateral",5.37,-0.312290651871278
"1444",-0.0601869050841967,-0.161438162619286,0.0421744938803444,"Burke","Antibiotics","Unilateral",5.39,-0.161438162619286
"1446",-0.105805303804116,-0.312348625166801,0.0948198515912964,"Burke","Antibiotics","Bilateral",5.41,-0.312348625166801
"1448",-0.0604786946233233,-0.162237126019757,0.0423794549434501,"Burke","Antibiotics","Unilateral",5.43,-0.162237126019757
"1450",-0.104738200807362,-0.312408941337976,0.0970831333960163,"Burke","Antibiotics","Bilateral",5.45,-0.312408941337976
"1452",-0.0607801596836555,-0.163070357412267,0.0425984073146426,"Burke","Antibiotics","Unilateral",5.47,-0.163070357412267
"1454",-0.103674360352133,-0.312471498237788,0.0993429960314562,"Burke","Antibiotics","Bilateral",5.49,-0.312471498237788
"1456",-0.0610915703442675,-0.163939160373829,0.0428320815618475,"Burke","Antibiotics","Unilateral",5.51,-0.163939160373829
"1458",-0.102613816554794,-0.312536201591504,0.101599220553568,"Burke","Antibiotics","Bilateral",5.53,-0.312536201591504
"1460",-0.061413184368285,-0.164844641125186,0.0430810312541344,"Burke","Antibiotics","Unilateral",5.55,-0.164844641125186
"1462",-0.101556603074378,-0.312602964765527,0.103851594080962,"Burke","Antibiotics","Bilateral",5.57,-0.312602964765527
"1464",-0.0617452578652232,-0.165787718371547,0.0433456043982852,"Burke","Antibiotics","Unilateral",5.59,-0.165787718371547
"1466",-0.100502753110767,-0.312671708545488,0.106099909652183,"Burke","Antibiotics","Bilateral",5.61,-0.312671708545488
"1468",-0.0620880255329315,-0.166769089426351,0.0436259623897232,"Burke","Antibiotics","Unilateral",5.63,-0.166769089426351
"1470",-0.0994522994032817,-0.312742360910975,0.108343966079231,"Burke","Antibiotics","Bilateral",5.65,-0.312742360910975
"1472",-0.0624417151839878,-0.167789232433453,0.043922040844145,"Burke","Antibiotics","Unilateral",5.67,-0.167789232433453
"1474",-0.0984052742293375,-0.31281485681771,0.110583567809125,"Burke","Antibiotics","Bilateral",5.69,-0.31281485681771
"1476",-0.062806531543188,-0.168848407524928,0.0442335912531902,"Burke","Antibiotics","Unilateral",5.71,-0.168848407524928
"1478",-0.0973617094029428,-0.312889137978877,0.112818524786151,"Burke","Antibiotics","Bilateral",5.73,-0.312889137978877
"1480",-0.0631826536185825,-0.169946638628004,0.0445601691747158,"Burke","Antibiotics","Unilateral",5.75,-0.169946638628004
"1482",-0.0963216362737751,-0.3129651526486,0.115048652315193,"Burke","Antibiotics","Bilateral",5.77,-0.3129651526486
"1484",-0.0635702479413197,-0.171083731156987,0.0449011191615721,"Burke","Antibiotics","Unilateral",5.79,-0.171083731156987
"1486",-0.0952850857263891,-0.313042855411974,0.117273770931561,"Burke","Antibiotics","Bilateral",5.81,-0.313042855411974
"1488",-0.0639694678192709,-0.172259339151479,0.0452556430756699,"Burke","Antibiotics","Unilateral",5.83,-0.172259339151479
"1490",-0.0942520881789613,-0.313122206980972,0.119493706278342,"Burke","Antibiotics","Bilateral",5.85,-0.313122206980972
"1492",-0.0643804356119794,-0.173473063607671,0.0456229408657073,"Burke","Antibiotics","Unilateral",5.87,-0.173473063607671
"1494",-0.0932226735814033,-0.313203173992152,0.121708288988263,"Burke","Antibiotics","Bilateral",5.89,-0.313203173992152
"1496",-0.0648032178587778,-0.174724504919087,0.0460023256683107,"Burke","Antibiotics","Unilateral",5.91,-0.174724504919087
"1498",-0.0921968714141908,-0.313285728802,0.123917354562204,"Burke","Antibiotics","Bilateral",5.93,-0.313285728802
"1500",-0.0652378357717414,-0.176013290803379,0.0463932295992288,"Burke","Antibiotics","Unilateral",5.95,-0.176013290803379
"1502",-0.0911747106883687,-0.313369849287544,0.1261207432489,"Burke","Antibiotics","Bilateral",5.97,-0.313369849287544
"1504",-0.065684253870696,-0.17733913954548,0.0467952962343374,"Burke","Antibiotics","Unilateral",5.99,-0.17733913954548
"1506",-0.0901562199443537,-0.313455518645316,0.128318299928425,"Burke","Antibiotics","Bilateral",6.01,-0.313455518645316
"1508",-0.066142386572408,-0.178701819564376,0.0472083291208836,"Burke","Antibiotics","Unilateral",6.03,-0.178701819564376
"1510",-0.0891414272529112,-0.31354272519275,0.13050987399082,"Burke","Antibiotics","Bilateral",6.05,-0.31354272519275
"1512",-0.0666121137478655,-0.180101173811602,0.0476322793084373,"Burke","Antibiotics","Unilateral",6.07,-0.180101173811602
"1514",-0.0881303602146921,-0.313631462172822,0.13269531922309,"Burke","Antibiotics","Bilateral",6.09,-0.313631462172822
"1516",-0.0670932751636162,-0.181537048871193,0.0480671921218159,"Burke","Antibiotics","Unilateral",6.11,-0.181537048871193
"1518",-0.0871230459612953,-0.313721727557867,0.134874493690964,"Burke","Antibiotics","Bilateral",6.13,-0.313721727557867
"1520",-0.0675857001432215,-0.183009260303193,0.0485131002176419,"Burke","Antibiotics","Unilateral",6.15,-0.183009260303193
"1522",-0.0861195111556536,-0.31381352386093,0.137047259629084,"Burke","Antibiotics","Bilateral",6.17,-0.31381352386093
"1524",-0.0680892105013202,-0.184517581369795,0.048970004421808,"Burke","Antibiotics","Unilateral",6.19,-0.184517581369795
"1526",-0.0851197819919874,-0.313906857951122,0.13921348333643,"Burke","Antibiotics","Bilateral",6.21,-0.313906857951122
"1528",-0.0686036210795598,-0.186061735705651,0.0494378645088131,"Burke","Antibiotics","Unilateral",6.23,-0.186061735705651
"1530",-0.0841238841958128,-0.314001740873157,0.141373035075184,"Burke","Antibiotics","Bilateral",6.25,-0.314001740873157
"1532",-0.0691287437975503,-0.187641430920817,0.0499166204596875,"Burke","Antibiotics","Unilateral",6.27,-0.187641430920817
"1534",-0.083131843023458,-0.314098187672821,0.143525788976257,"Burke","Antibiotics","Bilateral",6.29,-0.314098187672821
"1536",-0.0696643736643462,-0.189256394399483,0.0504062629361611,"Burke","Antibiotics","Unilateral",6.31,-0.189256394399483
"1538",-0.0821436832618685,-0.314196217223358,0.145671622945488,"Burke","Antibiotics","Bilateral",6.33,-0.314196217223358
"1540",-0.0702102881335275,-0.190906383623452,0.0509068453685326,"Burke","Antibiotics","Unilateral",6.35,-0.190906383623452
"1542",-0.0811594292288266,-0.314295852055638,0.147810418571212,"Burke","Antibiotics","Bilateral",6.37,-0.314295852055638
"1544",-0.0707662426746058,-0.192591222250129,0.0514185311844188,"Burke","Antibiotics","Unilateral",6.39,-0.192591222250129
"1546",-0.0801791047731148,-0.314397118189335,0.149942061034174,"Burke","Antibiotics","Bilateral",6.41,-0.314397118189335
"1548",-0.0713319663395713,-0.194310736253788,0.0519415452328821,"Burke","Antibiotics","Unilateral",6.43,-0.194310736253788
"1550",-0.0792027332759648,-0.3145000449651,0.152066439013052,"Burke","Antibiotics","Bilateral",6.45,-0.3145000449651
"1552",-0.0719071877366836,-0.196064805608577,0.0524761528118607,"Burke","Antibiotics","Unilateral",6.47,-0.196064805608577
"1554",-0.0782303376504251,-0.314604664889477,0.154183444606,"Burke","Antibiotics","Bilateral",6.49,-0.314604664889477
"1556",-0.0724916088407537,-0.197853439345486,0.0530228034319454,"Burke","Antibiotics","Unilateral",6.51,-0.197853439345486
"1558",-0.077261940341637,-0.314711013475405,0.156292973248548,"Burke","Antibiotics","Bilateral",6.53,-0.314711013475405
"1560",-0.0730849014637696,-0.199676685290318,0.0535820551980356,"Burke","Antibiotics","Unilateral",6.55,-0.199676685290318
"1562",-0.076297563328964,-0.314819129081282,0.15839492362317,"Burke","Antibiotics","Bilateral",6.57,-0.314819129081282
"1564",-0.0736867268980548,-0.201534580636006,0.0541544722609909,"Burke","Antibiotics","Unilateral",6.59,-0.201534580636006
"1566",-0.0753372281269036,-0.314929052759572,0.160489197578766,"Burke","Antibiotics","Bilateral",6.61,-0.314929052759572
"1568",-0.0742967381650245,-0.203427201314807,0.0547406649545716,"Burke","Antibiotics","Unilateral",6.63,-0.203427201314807
"1570",-0.0743809557852568,-0.315040828110028,0.162575700057528,"Burke","Antibiotics","Bilateral",6.65,-0.315040828110028
"1572",-0.0749145686622894,-0.205354626417246,0.0553412891551015,"Burke","Antibiotics","Unilateral",6.67,-0.205354626417246
"1574",-0.0734287668907491,-0.315154501131219,0.164654339015488,"Burke","Antibiotics","Bilateral",6.69,-0.315154501131219
"1576",-0.0755398455558514,-0.207316932276769,0.0559570000493223,"Burke","Antibiotics","Unilateral",6.71,-0.207316932276769
"1578",-0.0724806815674474,-0.3152701200812,0.166725025352589,"Burke","Antibiotics","Bilateral",6.73,-0.3152701200812
"1580",-0.076172181943187,-0.209314231588143,0.0565885138181256,"Burke","Antibiotics","Unilateral",6.75,-0.209314231588143
"1582",-0.0715367194776216,-0.315387735338765,0.168787672843035,"Burke","Antibiotics","Bilateral",6.77,-0.315387735338765
"1584",-0.0768111789168169,-0.211346670876675,0.0572365987086562,"Burke","Antibiotics","Unilateral",6.79,-0.211346670876675
"1586",-0.0705968998228581,-0.31550739926764,0.170842198066597,"Burke","Antibiotics","Bilateral",6.81,-0.31550739926764
"1588",-0.0774564217685823,-0.213414385478752,0.0579020461321311,"Burke","Antibiotics","Unilateral",6.83,-0.213414385478752
"1590",-0.0696612413461492,-0.31562916608027,0.172888520336374,"Burke","Antibiotics","Bilateral",6.85,-0.31562916608027
"1592",-0.0781074886793337,-0.215517465085985,0.0585856083575965,"Burke","Antibiotics","Unilateral",6.87,-0.215517465085985
"1594",-0.0687297623327479,-0.315753091710452,0.174926561635092,"Burke","Antibiotics","Bilateral",6.89,-0.315753091710452
"1596",-0.0787639505329305,-0.217656021198823,0.0592880636947895,"Burke","Antibiotics","Unilateral",6.91,-0.217656021198823
"1598",-0.067802480610663,-0.315879233690135,0.176956246556896,"Burke","Antibiotics","Bilateral",6.93,-0.315879233690135
"1600",-0.0794253678864721,-0.219830207941646,0.0600102484612716,"Burke","Antibiotics","Unilateral",6.95,-0.219830207941646
"1602",-0.066879413551841,-0.316007651027145,0.178977502246981,"Burke","Antibiotics","Bilateral",6.97,-0.316007651027145
"1604",-0.0800912914527909,-0.222040225734933,0.0607530621190388,"Burke","Antibiotics","Unilateral",6.99,-0.222040225734933
"1606",-0.0659605780740569,-0.316138404083466,0.180990258340126,"Burke","Antibiotics","Bilateral",7.01,-0.316138404083466
"1608",-0.0807612633243824,-0.224286247415442,0.0615173953116673,"Burke","Antibiotics","Unilateral",7.03,-0.224286247415442
"1610",-0.0650459906431057,-0.316271554455856,0.182994446897749,"Burke","Antibiotics","Bilateral",7.05,-0.316271554455856
"1612",-0.0814348205108861,-0.226568428959757,0.0623041227239082,"Burke","Antibiotics","Unilateral",7.07,-0.226568428959757
"1614",-0.0641356672739568,-0.31640716486372,0.184990002354277,"Burke","Antibiotics","Bilateral",7.09,-0.31640716486372
"1616",-0.0821114952888687,-0.228886874769136,0.0631140807659103,"Burke","Antibiotics","Unilateral",7.11,-0.228886874769136
"1618",-0.0632296235334444,-0.316545299034379,0.186976861456547,"Burke","Antibiotics","Bilateral",7.13,-0.316545299034379
"1620",-0.0827908164440719,-0.231241576264442,0.0639479989415471,"Burke","Antibiotics","Unilateral",7.15,-0.231241576264442
"1622",-0.0623278745421783,-0.316686021594604,0.188954963208685,"Burke","Antibiotics","Bilateral",7.17,-0.316686021594604
"1624",-0.083472310116865,-0.233632401272665,0.0648064884020156,"Burke","Antibiotics","Unilateral",7.19,-0.233632401272665
"1626",-0.0614304349763407,-0.316829397965892,0.190924248819998,"Burke","Antibiotics","Bilateral",7.21,-0.316829397965892
"1628",-0.0841555003940362,-0.23605908803639,0.0656900361407657,"Burke","Antibiotics","Unilateral",7.23,-0.23605908803639
"1630",-0.0605373190693058,-0.31697549426363,0.192884661655181,"Burke","Antibiotics","Bilateral",7.25,-0.31697549426363
"1632",-0.0848399075943956,-0.238521288949379,0.0665990462615642,"Burke","Antibiotics","Unilateral",7.27,-0.238521288949379
"1634",-0.0596485406125133,-0.317124377202656,0.194836147191008,"Burke","Antibiotics","Bilateral",7.29,-0.317124377202656
"1636",-0.0855250575444205,-0.241018613783011,0.0675338764122775,"Burke","Antibiotics","Unilateral",7.31,-0.241018613783011
"1638",-0.0587641129583118,-0.317276113998692,0.19677865296566,"Burke","Antibiotics","Bilateral",7.33,-0.317276113998692
"1640",-0.086210478955787,-0.243550549468678,0.0684947647167984,"Burke","Antibiotics","Unilateral",7.35,-0.243550549468678
"1642",-0.0578840490224266,-0.317430772273581,0.198712128528742,"Burke","Antibiotics","Bilateral",7.37,-0.317430772273581
"1644",-0.0868957023056416,-0.246116448759104,0.0694818202412542,"Burke","Antibiotics","Unilateral",7.39,-0.246116448759104
"1646",-0.0570083612860496,-0.317588419965428,0.200636525396121,"Burke","Antibiotics","Bilateral",7.41,-0.317588419965428
"1648",-0.0875802608127987,-0.248715532887987,0.0704950257694522,"Burke","Antibiotics","Unilateral",7.43,-0.248715532887987
"1650",-0.056137061797957,-0.317749125241751,0.20255179700618,"Burke","Antibiotics","Bilateral",7.45,-0.317749125241751
"1652",-0.0882636875229124,-0.251346908417118,0.0715342585426396,"Burke","Antibiotics","Unilateral",7.47,-0.251346908417118
"1654",-0.0552701621757399,-0.317912956419023,0.204457898681242,"Burke","Antibiotics","Bilateral",7.49,-0.317912956419023
"1656",-0.0889455144358645,-0.254009693324293,0.0725994083600432,"Burke","Antibiotics","Unilateral",7.51,-0.254009693324293
"1658",-0.0544076736069291,-0.318079981887459,0.206354787594904,"Burke","Antibiotics","Bilateral",7.53,-0.318079981887459
"1660",-0.089625298719864,-0.256703074603483,0.0736903972788657,"Burke","Antibiotics","Unilateral",7.55,-0.256703074603483
"1662",-0.0535496068527548,-0.318250270027204,0.208242422725796,"Burke","Antibiotics","Bilateral",7.57,-0.318250270027204
"1664",-0.0903026133466445,-0.259426179001999,0.0748070738901927,"Burke","Antibiotics","Unilateral",7.59,-0.259426179001999
"1666",-0.052695972251199,-0.318423889128338,0.210120764812021,"Burke","Antibiotics","Bilateral",7.61,-0.318423889128338
"1668",-0.0909770383539006,-0.26217804418468,0.0759491995958757,"Burke","Antibiotics","Unilateral",7.63,-0.26217804418468
"1670",-0.0518467797193981,-0.318600907317492,0.211989776312615,"Burke","Antibiotics","Bilateral",7.65,-0.318600907317492
"1672",-0.0916481602444284,-0.264957627972815,0.0771164594181062,"Burke","Antibiotics","Unilateral",7.67,-0.264957627972815
"1674",-0.051002038755714,-0.318781392488678,0.213849421371695,"Burke","Antibiotics","Bilateral",7.69,-0.318781392488678
"1676",-0.092315564611873,-0.267763883421388,0.0783085422836223,"Burke","Antibiotics","Unilateral",7.71,-0.267763883421388
"1678",-0.0501617584413754,-0.318965412240558,0.215699665788967,"Burke","Antibiotics","Bilateral",7.73,-0.318965412240558
"1680",-0.0929788666090887,-0.270595826167403,0.079525157120572,"Burke","Antibiotics","Unilateral",7.75,-0.270595826167403
"1682",-0.049325947444093,-0.319153033806745,0.217540476979947,"Burke","Antibiotics","Bilateral",7.77,-0.319153033806745
"1684",-0.0936376950133205,-0.27345244032181,0.0807659722813733,"Burke","Antibiotics","Unilateral",7.79,-0.27345244032181
"1686",-0.0484946140204526,-0.319344323992347,0.219371823939728,"Burke","Antibiotics","Bilateral",7.81,-0.319344323992347
"1688",-0.0942916775814975,-0.276332743423673,0.0820306972585963,"Burke","Antibiotics","Unilateral",7.83,-0.276332743423673
"1690",-0.047667766017753,-0.31953934911913,0.221193677216406,"Burke","Antibiotics","Bilateral",7.85,-0.31953934911913
"1692",-0.09494047698725,-0.279235860151685,0.0833190928194267,"Burke","Antibiotics","Unilateral",7.87,-0.279235860151685
"1694",-0.0468454108777371,-0.319738174962928,0.223006008873752,"Burke","Antibiotics","Bilateral",7.89,-0.319738174962928
"1696",-0.0955837740638015,-0.282160917694474,0.0846309030895421,"Burke","Antibiotics","Unilateral",7.91,-0.282160917694474
"1698",-0.0460275556394401,-0.319940866695848,0.224808792456031,"Burke","Antibiotics","Bilateral",7.93,-0.319940866695848
"1700",-0.0962212622521626,-0.285107040917293,0.0859658602095953,"Burke","Antibiotics","Unilateral",7.95,-0.285107040917293
"1702",-0.0452142069419454,-0.320147488833112,0.226602002957001,"Burke","Antibiotics","Bilateral",7.97,-0.320147488833112
"1704",-0.0968526471802765,-0.288073363395128,0.0873236952048107,"Burke","Antibiotics","Unilateral",7.99,-0.288073363395128
"1706",-0.0444053710269219,-0.320358105183372,0.228385616790664,"Burke","Antibiotics","Bilateral",8.01,-0.320358105183372
"1708",-0.0974776252227978,-0.291059095466072,0.0887042340097113,"Burke","Antibiotics","Unilateral",8.03,-0.291059095466072
"1710",-0.0436010537400337,-0.320572778809782,0.230159611771894,"Burke","Antibiotics","Bilateral",8.05,-0.320572778809782
"1712",-0.0980959226558936,-0.294063738544173,0.090107522561269,"Burke","Antibiotics","Unilateral",8.07,-0.294063738544173
"1714",-0.0428012605346397,-0.320791571983991,0.231923967090224,"Burke","Antibiotics","Bilateral",8.09,-0.320791571983991
"1716",-0.0987073212468484,-0.297086967327411,0.0915336769730829,"Burke","Antibiotics","Unilateral",8.11,-0.297086967327411
"1718",-0.0420059964756216,-0.321014546132236,0.233678663270131,"Burke","Antibiotics","Bilateral",8.13,-0.321014546132236
"1720",-0.0993116190387607,-0.300128495534311,0.0929828276666216,"Burke","Antibiotics","Unilateral",8.15,-0.300128495534311
"1722",-0.0412152662422764,-0.321241761792039,0.235423682141604,"Burke","Antibiotics","Bilateral",8.17,-0.321241761792039
"1724",-0.0999086278991965,-0.303188074063722,0.09445512110766,"Burke","Antibiotics","Unilateral",8.19,-0.303188074063722
"1726",-0.0404290741312889,-0.321473278572328,0.237159006813308,"Burke","Antibiotics","Bilateral",8.21,-0.321473278572328
"1728",-0.100498166569196,-0.306265498176216,0.0959507373825088,"Burke","Antibiotics","Unilateral",8.23,-0.306265498176216
"1730",-0.0396474240591831,-0.321709155119072,0.238884621649355,"Burke","Antibiotics","Bilateral",8.25,-0.321709155119072
"1732",-0.101080056725123,-0.309360715993936,0.0974699915603466,"Burke","Antibiotics","Unilateral",8.27,-0.309360715993936
"1734",-0.0388703195654084,-0.321949449084015,0.240600512249559,"Burke","Antibiotics","Bilateral",8.29,-0.321949449084015
"1736",-0.101654168681674,-0.31247383574927,0.0990132594376194,"Burke","Antibiotics","Unilateral",8.31,-0.31247383574927
"1738",-0.0380977638160231,-0.322194217084058,0.242306665417313,"Burke","Antibiotics","Bilateral",8.33,-0.322194217084058
"1740",-0.102220386853133,-0.315605008321111,0.100580931869121,"Burke","Antibiotics","Unilateral",8.35,-0.315605008321111
"1742",-0.0373297596064177,-0.322443514669869,0.24400306913458,"Burke","Antibiotics","Bilateral",8.37,-0.322443514669869
"1744",-0.102778587875679,-0.318754484000724,0.102173501710769,"Burke","Antibiotics","Unilateral",8.39,-0.318754484000724
"1746",-0.0365663093641334,-0.322697396302587,0.245689712545002,"Burke","Antibiotics","Bilateral",8.41,-0.322697396302587
"1748",-0.103328694613444,-0.321922691594597,0.103791536395287,"Burke","Antibiotics","Unilateral",8.43,-0.321922691594597
"1750",-0.0358074151526324,-0.322955915320707,0.247366585926092,"Burke","Antibiotics","Bilateral",8.45,-0.322955915320707
"1752",-0.103870630068404,-0.325110126107556,0.105435658875225,"Burke","Antibiotics","Unilateral",8.47,-0.325110126107556
"1754",-0.0350530786738876,-0.323219123917603,0.2490336806689,"Burke","Antibiotics","Bilateral",8.49,-0.323219123917603
"1756",-0.104404351325832,-0.32831744261506,0.107106567240817,"Burke","Antibiotics","Unilateral",8.51,-0.32831744261506
"1758",-0.0343033012723093,-0.323487073114039,0.250690989254043,"Burke","Antibiotics","Bilateral",8.53,-0.323487073114039
"1760",-0.104929846378911,-0.3315453290052,0.108804927382256,"Burke","Antibiotics","Unilateral",8.55,-0.3315453290052
"1762",-0.0335580839378605,-0.323759812730628,0.25233850522418,"Burke","Antibiotics","Bilateral",8.57,-0.323759812730628
"1764",-0.105447114125896,-0.334794454142806,0.110531362692843,"Burke","Antibiotics","Unilateral",8.59,-0.334794454142806
"1766",-0.0328174273092802,-0.324037391366687,0.253976223162305,"Burke","Antibiotics","Bilateral",8.61,-0.324037391366687
"1768",-0.105956164258892,-0.338065462346123,0.112286449107754,"Burke","Antibiotics","Unilateral",8.63,-0.338065462346123
"1770",-0.0320813316773615,-0.32431985638091,0.255604138670736,"Burke","Antibiotics","Bilateral",8.65,-0.32431985638091
"1772",-0.106457017129134,-0.341358969058469,0.114070711314508,"Burke","Antibiotics","Unilateral",8.67,-0.341358969058469
"1774",-0.0313497969882525,-0.324607253873727,0.257222248350609,"Burke","Antibiotics","Bilateral",8.69,-0.324607253873727
"1776",-0.106949703411281,-0.344675557588486,0.115884620330482,"Burke","Antibiotics","Unilateral",8.71,-0.344675557588486
"1778",-0.0306228228467004,-0.324899628671823,0.258830549782136,"Burke","Antibiotics","Bilateral",8.73,-0.324899628671823
"1780",-0.107434241660222,-0.348015790541622,0.117728644605152,"Burke","Antibiotics","Unilateral",8.75,-0.348015790541622
"1782",-0.0299004085192454,-0.325197024319983,0.260429041510299,"Burke","Antibiotics","Bilateral",8.77,-0.325197024319983
"1784",-0.107910675722297,-0.35138031697025,0.119603272587857,"Burke","Antibiotics","Unilateral",8.79,-0.35138031697025
"1786",-0.0291825529381553,-0.325499483066419,0.262017723025427,"Burke","Antibiotics","Bilateral",8.81,-0.325499483066419
"1788",-0.108379064358987,-0.354769778684313,0.121508950260499,"Burke","Antibiotics","Unilateral",8.83,-0.354769778684313
"1790",-0.0284692547043121,-0.325807045851397,0.263596594743047,"Burke","Antibiotics","Bilateral",8.85,-0.325807045851397
"1792",-0.108839476144867,-0.358184854231595,0.123446127488785,"Burke","Antibiotics","Unilateral",8.87,-0.358184854231595
"1794",-0.0277605120911863,-0.326119752297361,0.265165657986906,"Burke","Antibiotics","Bilateral",8.89,-0.326119752297361
"1796",-0.10929201651228,-0.361626198091873,0.125415154614689,"Burke","Antibiotics","Unilateral",8.91,-0.361626198091873
"1798",-0.0270563230477924,-0.326437640694657,0.266724914965239,"Burke","Antibiotics","Bilateral",8.93,-0.326437640694657
"1800",-0.109736773201215,-0.365094378572837,0.127416331582292,"Burke","Antibiotics","Unilateral",8.95,-0.365094378572837
"1802",-0.0263566852021772,-0.326760748000132,0.268274368757527,"Burke","Antibiotics","Bilateral",8.97,-0.326760748000132
"1804",-0.110173858140069,-0.36858997109117,0.129449908970477,"Burke","Antibiotics","Unilateral",8.99,-0.36858997109117
"1806",0.0720039414060974,-0.0946286229611341,0.354496752993618,"Burke","Antibiotics","Bilateral",3,-0.0946286229611341
"1808",-0.0550184450022847,-0.158683387360035,0.0490474467117127,"Burke","Antibiotics","Unilateral",3.02,-0.158683387360035
"1810",-0.173369996679775,-0.322002676411654,-0.0329462111858478,"Burke","Antibiotics","Bilateral",3.04,-0.322002676411654
"1812",-0.0549236638600141,-0.157838195578472,0.0484278205144552,"Burke","Antibiotics","Unilateral",3.06,-0.157838195578472
"1814",-0.172185615394145,-0.321378979566751,-0.0311643958157533,"Burke","Antibiotics","Bilateral",3.08,-0.321378979566751
"1816",-0.0548342838958452,-0.157027649094568,0.0478308618871556,"Burke","Antibiotics","Unilateral",3.1,-0.157027649094568
"1818",-0.171001766789881,-0.320782038114016,-0.0293587148278935,"Burke","Antibiotics","Bilateral",3.12,-0.320782038114016
"1820",-0.0547504573233489,-0.156252031920085,0.0472565601565861,"Burke","Antibiotics","Unilateral",3.14,-0.156252031920085
"1822",-0.169818506065267,-0.320211211071916,-0.027529776327672,"Burke","Antibiotics","Bilateral",3.16,-0.320211211071916
"1824",-0.0546723319239544,-0.155511769938745,0.0467050592747043,"Burke","Antibiotics","Unilateral",3.18,-0.155511769938745
"1826",-0.168635888207683,-0.319665852055317,-0.0256781957690098,"Burke","Antibiotics","Bilateral",3.2,-0.319665852055317
"1828",-0.0546000447452922,-0.154807413109666,0.0461766623569876,"Burke","Antibiotics","Unilateral",3.22,-0.154807413109666
"1830",-0.167453967986549,-0.319145310712901,-0.0238045946042431,"Burke","Antibiotics","Bilateral",3.24,-0.319145310712901
"1832",-0.0545337276827036,-0.154139545940963,0.0456717224834137,"Burke","Antibiotics","Unilateral",3.26,-0.154139545940963
"1834",-0.16627279994883,-0.318648934124809,-0.0219095989790236,"Burke","Antibiotics","Bilateral",3.28,-0.318648934124809
"1836",-0.0544735059282158,-0.153508826741025,0.0451906832698393,"Burke","Antibiotics","Unilateral",3.3,-0.153508826741025
"1838",-0.165092438410345,-0.318176068146642,-0.0199938384666452,"Burke","Antibiotics","Bilateral",3.32,-0.318176068146642
"1840",-0.0544194874290709,-0.152915887373466,0.0447340121417818,"Burke","Antibiotics","Unilateral",3.34,-0.152915887373466
"1842",-0.163912937450614,-0.317726058676609,-0.018057944882344,"Burke","Antibiotics","Bilateral",3.36,-0.317726058676609
"1844",-0.0543717739486595,-0.152361259033805,0.0443020886491796,"Burke","Antibiotics","Unilateral",3.38,-0.152361259033805
"1846",-0.162734350907467,-0.317298252877865,-0.0161025511406404,"Burke","Antibiotics","Bilateral",3.4,-0.317298252877865
"1848",-0.0543304566104779,-0.151845354246222,0.0438951965924699,"Burke","Antibiotics","Unilateral",3.42,-0.151845354246222
"1850",-0.161556732370203,-0.316892000335285,-0.0141282901703943,"Burke","Antibiotics","Bilateral",3.44,-0.316892000335285
"1852",-0.0542956141983031,-0.151368411552259,0.0435134711113526,"Burke","Antibiotics","Unilateral",3.46,-0.151368411552259
"1854",-0.160380135173967,-0.316506654145949,-0.0121357938954689,"Burke","Antibiotics","Bilateral",3.48,-0.316506654145949
"1856",-0.05426731586323,-0.150930465975451,0.0431568585121689,"Burke","Antibiotics","Unilateral",3.5,-0.150930465975451
"1858",-0.159204612393797,-0.316141571948669,-0.0101256922722459,"Burke","Antibiotics","Bilateral",3.52,-0.316141571948669
"1860",-0.0542456155580819,-0.150531315719314,0.0428250961394348,"Burke","Antibiotics","Unilateral",3.54,-0.150531315719314
"1862",-0.158030216838467,-0.315796116881678,-0.00809861239385018,"Burke","Antibiotics","Bilateral",3.56,-0.315796116881678
